UID,Stratum,featTyp,spuddate,Date,USUh,n
ASH_55_undisturbed,ASH,undisturbed,NA,2005-10-01,0.02646054798640565,29
ASH_37_undisturbed,ASH,undisturbed,NA,2005-10-01,0.02886095334521898,29
ASH_53_undisturbed,ASH,undisturbed,NA,2005-10-01,0.02701132965748227,29
ASH_56_undisturbed,ASH,undisturbed,NA,2005-10-01,0.02650566663797259,29
ASH_46_undisturbed,ASH,undisturbed,NA,2005-10-01,0.02726927380312342,29
ASH_52_undisturbed,ASH,undisturbed,NA,2005-10-01,0.02661030500544932,29
ASH_45_undisturbed,ASH,undisturbed,NA,2005-10-01,0.02789899042541455,29
ASH_44_undisturbed,ASH,undisturbed,NA,2005-10-01,0.0277785724968057,29
ASH_32_disturbed,ASH,disturbed,1991-04-23,2006-03-01,0.02772432471325465,29
ASH_22_disturbed,ASH,disturbed,1959-06-29,2006-03-01,0.02736849693656045,29
ASH_109_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02697945113069791,29
ASH_4_disturbed,ASH,disturbed,2001-02-12,2006-03-01,0.03050438146237197,29
ASH_105_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02636024980823692,29
ASH_2_disturbed,ASH,disturbed,2004-07-07,2006-03-01,0.02793985119386002,29
ASH_102_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02843771724044311,29
ASH_23_disturbed,ASH,disturbed,2000-02-18,2006-03-01,0.02674550887176645,29
ASH_28_disturbed,ASH,disturbed,1979-09-28,2006-03-01,0.027634484972535,29
ASH_104_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.028587394576786,29
ASH_24_disturbed,ASH,disturbed,1986-10-14,2006-03-01,0.02603810388446997,29
ASH_9_disturbed,ASH,disturbed,1979-03-24,2006-03-01,0.02687867890850583,29
ASH_111_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02691632363597469,29
ASH_17_disturbed,ASH,disturbed,1992-12-08,2006-03-01,0.02649629610376935,29
ASH_110_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02719382364971639,29
ASH_1_disturbed,ASH,disturbed,1975-11-25,2006-03-01,0.0289305717265733,29
ASH_14_disturbed,ASH,disturbed,1995-04-06,2006-03-01,0.02779739876373318,29
ASH_6_disturbed,ASH,disturbed,1981-02-25,2006-03-01,0.02691018498284732,29
ASH_101_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.0270796193599322,29
ASH_103_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02714944923064322,29
ASH_13_disturbed,ASH,disturbed,1969-12-17,2006-03-01,0.02762290316999405,29
ASH_107_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02757497567564619,29
ASH_31_disturbed,ASH,disturbed,1999-10-21,2006-03-01,0.02742689414257715,29
ASH_35_disturbed,ASH,disturbed,1980-04-09,2006-03-01,0.02509836978772956,29
ASH_8_disturbed,ASH,disturbed,1980-04-29,2006-03-01,0.02740982608887137,29
ASH_5_disturbed,ASH,disturbed,1998-06-21,2006-03-01,0.0282557241705866,29
ASH_108_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.02731282135918942,29
ASH_11_disturbed,ASH,disturbed,2000-11-14,2006-03-01,0.02654820244291323,29
ASH_112_disturbed,ASH,disturbed,1999-01-01,2006-03-01,0.0267219338654694,29
ASH_57_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02567298992829856,29
ASH_55_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02644096309777592,29
ASH_37_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02895348492993128,29
ASH_54_undisturbed,ASH,undisturbed,NA,2006-03-01,0.0263079617884985,29
ASH_45_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02707559655911005,29
ASH_51_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02684607980187878,29
ASH_56_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02520462455833799,29
ASH_46_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02601019139579542,29
ASH_39_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02885065263504524,29
ASH_50_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02828096240003035,29
ASH_62_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02756225559630071,29
ASH_43_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02656399827925136,29
ASH_44_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02724443940953035,29
ASH_41_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02504308146269481,29
ASH_58_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02619520045414728,29
ASH_65_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02611043030136681,29
ASH_49_undisturbed,ASH,undisturbed,NA,2006-03-01,0.0271167277235218,29
ASH_38_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02909846292782722,29
ASH_53_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02675003328558914,29
ASH_52_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02698642723282848,29
ASH_59_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02540537956749263,29
ASH_42_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02474396840401611,29
ASH_47_undisturbed,ASH,undisturbed,NA,2006-03-01,0.0268100025920214,29
ASH_63_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02603147658412505,29
ASH_48_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02639306075264638,29
ASH_40_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02739443081243414,29
ASH_60_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02625169856996766,29
ASH_64_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02607557290044405,29
ASH_61_undisturbed,ASH,undisturbed,NA,2006-03-01,0.02638060708268789,29
ASH_102_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02827998277215431,29
ASH_111_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02624755282042638,29
ASH_6_disturbed,ASH,disturbed,1981-02-25,2006-04-01,0.0280559860151406,29
ASH_9_disturbed,ASH,disturbed,1979-03-24,2006-04-01,0.02666793326207142,29
ASH_109_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02728475624995619,29
ASH_35_disturbed,ASH,disturbed,1980-04-09,2006-04-01,0.02651316783667576,29
ASH_104_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02851438613160706,29
ASH_103_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.028361656207480192,29
ASH_107_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02784126968711119,29
ASH_105_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02712951957842934,29
ASH_1_disturbed,ASH,disturbed,1975-11-25,2006-04-01,0.02845400158626068,29
ASH_13_disturbed,ASH,disturbed,1969-12-17,2006-04-01,0.02779256798429971,29
ASH_31_disturbed,ASH,disturbed,1999-10-21,2006-04-01,0.02711509002498345,29
ASH_11_disturbed,ASH,disturbed,2000-11-14,2006-04-01,0.02748572699456957,29
ASH_23_disturbed,ASH,disturbed,2000-02-18,2006-04-01,0.02694680861189267,29
ASH_2_disturbed,ASH,disturbed,2004-07-07,2006-04-01,0.02873193753204634,29
ASH_32_disturbed,ASH,disturbed,1991-04-23,2006-04-01,0.02677238789049484,29
ASH_28_disturbed,ASH,disturbed,1979-09-28,2006-04-01,0.02673578683496343,29
ASH_112_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02602636297579953,29
ASH_106_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02793794191965423,29
ASH_110_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02683372565189416,29
ASH_22_disturbed,ASH,disturbed,1959-06-29,2006-04-01,0.02665602947427081,29
ASH_25_disturbed,ASH,disturbed,1981-12-21,2006-04-01,0.02770968214708771,29
ASH_17_disturbed,ASH,disturbed,1992-12-08,2006-04-01,0.02653932908091346,29
ASH_4_disturbed,ASH,disturbed,2001-02-12,2006-04-01,0.03030446117685115,29
ASH_14_disturbed,ASH,disturbed,1995-04-06,2006-04-01,0.02665306427691978,29
ASH_8_disturbed,ASH,disturbed,1980-04-29,2006-04-01,0.02623829940571381,29
ASH_5_disturbed,ASH,disturbed,1998-06-21,2006-04-01,0.02842352676040323,29
ASH_108_disturbed,ASH,disturbed,1999-01-01,2006-04-01,0.02593622304422508,29
ASH_46_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02677716968783239,29
ASH_37_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02861854783077137,29
ASH_60_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02603314568719767,29
ASH_40_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02843614935387642,29
ASH_43_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02708206639862943,29
ASH_55_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02599335437037563,29
ASH_50_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02645353861148608,29
ASH_58_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02468542264516051,29
ASH_51_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02648822567459267,29
ASH_47_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02726826568542663,29
ASH_49_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02670723159902698,29
ASH_59_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02573980993693371,29
ASH_64_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02615914549797349,29
ASH_57_undisturbed,ASH,undisturbed,NA,2006-04-01,0.0265483909435739,29
ASH_62_undisturbed,ASH,undisturbed,NA,2006-04-01,0.026619127170131,29
ASH_52_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02640036011978852,29
ASH_61_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02604869471784559,29
ASH_53_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02679928761961041,29
ASH_65_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02563239908084044,29
ASH_38_undisturbed,ASH,undisturbed,NA,2006-04-01,0.0295874248030742,29
ASH_44_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02700382203506033,29
ASH_48_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02574106007608525,29
ASH_63_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02588849683450688,29
ASH_56_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02652227151184037,29
ASH_39_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02903482554033277,29
ASH_41_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02608792344193603,29
ASH_54_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02521605629080784,29
ASH_45_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02725434684060108,29
ASH_42_undisturbed,ASH,undisturbed,NA,2006-04-01,0.02669135432244929,29
ASH_32_disturbed,ASH,disturbed,1991-04-23,2006-05-01,0.02727910774558049,29
ASH_110_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02745836128631489,29
ASH_14_disturbed,ASH,disturbed,1995-04-06,2006-05-01,0.02701983322102965,29
ASH_35_disturbed,ASH,disturbed,1980-04-09,2006-05-01,0.02716959664963424,29
ASH_108_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02730941935239049,29
ASH_8_disturbed,ASH,disturbed,1980-04-29,2006-05-01,0.02683183515939995,29
ASH_17_disturbed,ASH,disturbed,1992-12-08,2006-05-01,0.02693586181149605,29
ASH_11_disturbed,ASH,disturbed,2000-11-14,2006-05-01,0.02752251599981024,29
ASH_23_disturbed,ASH,disturbed,2000-02-18,2006-05-01,0.02716653418962692,29
ASH_101_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02760893285177931,29
ASH_6_disturbed,ASH,disturbed,1981-02-25,2006-05-01,0.02811671428552022,29
ASH_24_disturbed,ASH,disturbed,1986-10-14,2006-05-01,0.02774766516916,29
ASH_105_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.0275631392603146,29
ASH_4_disturbed,ASH,disturbed,2001-02-12,2006-05-01,0.03060221670699523,29
ASH_111_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02701947815342054,29
ASH_22_disturbed,ASH,disturbed,1959-06-29,2006-05-01,0.02691861375134915,29
ASH_28_disturbed,ASH,disturbed,1979-09-28,2006-05-01,0.02670064551323812,29
ASH_103_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02839837086383131,29
ASH_25_disturbed,ASH,disturbed,1981-12-21,2006-05-01,0.02789807795799834,29
ASH_109_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02771175595823771,29
ASH_5_disturbed,ASH,disturbed,1998-06-21,2006-05-01,0.02859652758045313,29
ASH_106_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02796193016044677,29
ASH_16_disturbed,ASH,disturbed,2006-05-01,2006-05-01,0.0278464658789334,29
ASH_13_disturbed,ASH,disturbed,1969-12-17,2006-05-01,0.02798524959425403,29
ASH_112_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02667700777507566,29
ASH_104_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02871694039244416,29
ASH_9_disturbed,ASH,disturbed,1979-03-24,2006-05-01,0.02734021354612895,29
ASH_102_disturbed,ASH,disturbed,1999-01-01,2006-05-01,0.02885589914319381,29
ASH_1_disturbed,ASH,disturbed,1975-11-25,2006-05-01,0.02838695343295367,29
ASH_57_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02705627945599549,29
ASH_60_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02673970469820889,29
ASH_40_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02897834038112181,29
ASH_48_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02635728371678203,29
ASH_50_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02725924060946026,29
ASH_58_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02548653741230356,29
ASH_53_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02714165337206163,29
ASH_54_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02637243647865549,29
ASH_51_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02698803456189116,29
ASH_56_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02701906296219405,29
ASH_47_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02771432396829159,29
ASH_37_undisturbed,ASH,undisturbed,NA,2006-05-01,0.0286142985166033,29
ASH_39_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02896181722677653,29
ASH_46_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02719501149571489,29
ASH_63_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02664219473151494,29
ASH_59_undisturbed,ASH,undisturbed,NA,2006-05-01,0.0260099217574362,29
ASH_43_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02736735795821409,29
ASH_62_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02685504330255547,29
ASH_38_undisturbed,ASH,undisturbed,NA,2006-05-01,0.0294759313308016,29
ASH_52_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02665320868913847,29
ASH_55_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02639562879378463,29
ASH_49_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02720032109728291,29
ASH_61_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02702762486029693,29
ASH_41_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02651974374460877,29
ASH_45_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02724141977825987,29
ASH_42_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02683864174598364,29
ASH_65_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02671481523492773,29
ASH_44_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02688836106046754,29
ASH_64_undisturbed,ASH,undisturbed,NA,2006-05-01,0.02704269031651422,29
ASH_11_disturbed,ASH,disturbed,2000-11-14,2006-06-01,0.02796274988110271,29
ASH_101_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02863866280307101,29
ASH_103_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02882768949700587,29
ASH_16_disturbed,ASH,disturbed,2006-05-01,2006-06-01,0.02807779725776205,29
ASH_112_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02665764710892637,29
ASH_104_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02882190313905228,29
ASH_108_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.0274310051431733,29
ASH_17_disturbed,ASH,disturbed,1992-12-08,2006-06-01,0.02692823726818473,29
ASH_109_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02766937908090172,29
ASH_25_disturbed,ASH,disturbed,1981-12-21,2006-06-01,0.02806273400342884,29
ASH_1_disturbed,ASH,disturbed,1975-11-25,2006-06-01,0.02896348874357744,29
ASH_105_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02765735042486437,29
ASH_22_disturbed,ASH,disturbed,1959-06-29,2006-06-01,0.02731701552341055,29
ASH_6_disturbed,ASH,disturbed,1981-02-25,2006-06-01,0.02892126342536157,29
ASH_14_disturbed,ASH,disturbed,1995-04-06,2006-06-01,0.0272705421910503,29
ASH_106_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02813304817060176,29
ASH_107_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02806722725333296,29
ASH_8_disturbed,ASH,disturbed,1980-04-29,2006-06-01,0.0271575547227102,29
ASH_110_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02726591778532239,29
ASH_2_disturbed,ASH,disturbed,2004-07-07,2006-06-01,0.02954110057125947,29
ASH_24_disturbed,ASH,disturbed,1986-10-14,2006-06-01,0.02806835540281522,29
ASH_31_disturbed,ASH,disturbed,1999-10-21,2006-06-01,0.02752144016746076,29
ASH_35_disturbed,ASH,disturbed,1980-04-09,2006-06-01,0.02723026165500843,29
ASH_32_disturbed,ASH,disturbed,1991-04-23,2006-06-01,0.02680384578435262,29
ASH_111_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02716169962751333,29
ASH_9_disturbed,ASH,disturbed,1979-03-24,2006-06-01,0.02762509389433925,29
ASH_5_disturbed,ASH,disturbed,1998-06-21,2006-06-01,0.02887058449043563,29
ASH_102_disturbed,ASH,disturbed,1999-01-01,2006-06-01,0.02934481129628057,29
ASH_28_disturbed,ASH,disturbed,1979-09-28,2006-06-01,0.0274881329416705,29
ASH_60_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02675301447736334,29
ASH_61_undisturbed,ASH,undisturbed,NA,2006-06-01,0.0270453733275461,29
ASH_48_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02656701959878401,29
ASH_38_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02957456480357958,29
ASH_40_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02913093391363713,29
ASH_54_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02651302859135341,29
ASH_51_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02703880893592751,29
ASH_44_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02754588405531365,29
ASH_49_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02748962894388871,29
ASH_50_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02754700881347203,29
ASH_45_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02764462568028135,29
ASH_39_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02918008054606376,29
ASH_65_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02694171064293174,29
ASH_47_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02750532348637625,29
ASH_37_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02903939372300515,29
ASH_52_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02674741482266053,29
ASH_46_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02754529863446342,29
ASH_55_undisturbed,ASH,undisturbed,NA,2006-06-01,0.0265667878262322,29
ASH_53_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02727896279676343,29
ASH_57_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02697366551157956,29
ASH_41_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02651431362340712,29
ASH_62_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02687235446765471,29
ASH_63_undisturbed,ASH,undisturbed,NA,2006-06-01,0.0265473629167398,29
ASH_43_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02764497466969956,29
ASH_64_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02707326062308953,29
ASH_56_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02721460386462857,29
ASH_58_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02631311757344633,29
ASH_59_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02649494491253688,29
ASH_42_undisturbed,ASH,undisturbed,NA,2006-06-01,0.02713004649856708,29
ASH_111_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02698638008630958,29
ASH_23_disturbed,ASH,disturbed,2000-02-18,2006-07-01,0.02715938030472494,29
ASH_24_disturbed,ASH,disturbed,1986-10-14,2006-07-01,0.0282863949472708,29
ASH_106_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02797501616864037,29
ASH_4_disturbed,ASH,disturbed,2001-02-12,2006-07-01,0.031163743882775,29
ASH_104_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.0284911391782121,29
ASH_109_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02799737119858612,29
ASH_102_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02942402433657818,29
ASH_103_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02903091059531953,29
ASH_16_disturbed,ASH,disturbed,2006-05-01,2006-07-01,0.02774362152518716,29
ASH_35_disturbed,ASH,disturbed,1980-04-09,2006-07-01,0.02727244950782642,29
ASH_11_disturbed,ASH,disturbed,2000-11-14,2006-07-01,0.02772246355853729,29
ASH_31_disturbed,ASH,disturbed,1999-10-21,2006-07-01,0.02792264716382794,29
ASH_110_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02747112020666701,29
ASH_8_disturbed,ASH,disturbed,1980-04-29,2006-07-01,0.02664448885682325,29
ASH_5_disturbed,ASH,disturbed,1998-06-21,2006-07-01,0.0291082811512735,29
ASH_2_disturbed,ASH,disturbed,2004-07-07,2006-07-01,0.03018785944581897,29
ASH_6_disturbed,ASH,disturbed,1981-02-25,2006-07-01,0.02893821981987917,29
ASH_108_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02735720989939068,29
ASH_17_disturbed,ASH,disturbed,1992-12-08,2006-07-01,0.02720379278603334,29
ASH_105_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02748942476981633,29
ASH_32_disturbed,ASH,disturbed,1991-04-23,2006-07-01,0.0267024306833016,29
ASH_22_disturbed,ASH,disturbed,1959-06-29,2006-07-01,0.02687649663561763,29
ASH_25_disturbed,ASH,disturbed,1981-12-21,2006-07-01,0.02822935221999195,29
ASH_101_disturbed,ASH,disturbed,1999-01-01,2006-07-01,0.02832961462213744,29
ASH_13_disturbed,ASH,disturbed,1969-12-17,2006-07-01,0.02778626468028489,29
ASH_9_disturbed,ASH,disturbed,1979-03-24,2006-07-01,0.02734755550784446,29
ASH_14_disturbed,ASH,disturbed,1995-04-06,2006-07-01,0.02758597987103752,29
ASH_1_disturbed,ASH,disturbed,1975-11-25,2006-07-01,0.0290104228518304,29
ASH_51_undisturbed,ASH,undisturbed,NA,2006-07-01,0.0269867099660506,29
ASH_38_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02961597572462852,29
ASH_41_undisturbed,ASH,undisturbed,NA,2006-07-01,0.0262420965164466,29
ASH_47_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02744377123235379,29
ASH_64_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02689403455303727,29
ASH_53_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02718497335419085,29
ASH_62_undisturbed,ASH,undisturbed,NA,2006-07-01,0.0271461512706226,29
ASH_59_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02622685560386751,29
ASH_42_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02694433758914845,29
ASH_40_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02963077237275696,29
ASH_54_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02662644882197113,29
ASH_37_undisturbed,ASH,undisturbed,NA,2006-07-01,0.029011146800664592,29
ASH_43_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02754884303270003,29
ASH_56_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02692763894922497,29
ASH_61_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02675707592544687,29
ASH_65_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02674643414099518,29
ASH_48_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02633539366795576,29
ASH_39_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02960510985160126,29
ASH_58_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02600297883044786,29
ASH_44_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02733113474288766,29
ASH_55_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02637579000625595,29
ASH_46_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02740793632226117,29
ASH_49_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02733633360473922,29
ASH_45_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02735387872107456,29
ASH_50_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02724025726645615,29
ASH_52_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02651486858590168,29
ASH_63_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02634356873116255,29
ASH_57_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02700254162293962,29
ASH_60_undisturbed,ASH,undisturbed,NA,2006-07-01,0.02643986730710932,29
ASH_112_disturbed,ASH,disturbed,1999-01-01,2006-08-01,0.02661763812514125,29
ASH_25_disturbed,ASH,disturbed,1981-12-21,2006-08-01,0.02798391587341232,29
ASH_28_disturbed,ASH,disturbed,1979-09-28,2006-08-01,0.02701539806549804,29
ASH_35_disturbed,ASH,disturbed,1980-04-09,2006-08-01,0.02721057814598046,29
ASH_9_disturbed,ASH,disturbed,1979-03-24,2006-08-01,0.02692957764787818,29
ASH_14_disturbed,ASH,disturbed,1995-04-06,2006-08-01,0.02712192943809522,29
ASH_111_disturbed,ASH,disturbed,1999-01-01,2006-08-01,0.02674526695342415,29
ASH_17_disturbed,ASH,disturbed,1992-12-08,2006-08-01,0.02681417824359479,29
ASH_110_disturbed,ASH,disturbed,1999-01-01,2006-08-01,0.02777710917884227,29
ASH_24_disturbed,ASH,disturbed,1986-10-14,2006-08-01,0.0283195875602486,29
ASH_1_disturbed,ASH,disturbed,1975-11-25,2006-08-01,0.02882828289622057,29
ASH_6_disturbed,ASH,disturbed,1981-02-25,2006-08-01,0.02896547023376589,29
ASH_8_disturbed,ASH,disturbed,1980-04-29,2006-08-01,0.02675473027021977,29
ASH_32_disturbed,ASH,disturbed,1991-04-23,2006-08-01,0.02699079294510844,29
ASH_4_disturbed,ASH,disturbed,2001-02-12,2006-08-01,0.03067071791778874,29
ASH_16_disturbed,ASH,disturbed,2006-05-01,2006-08-01,0.02772109079385411,29
ASH_102_disturbed,ASH,disturbed,1999-01-01,2006-08-01,0.02926441520958775,29
ASH_108_disturbed,ASH,disturbed,1999-01-01,2006-08-01,0.0269880124073841,29
ASH_22_disturbed,ASH,disturbed,1959-06-29,2006-08-01,0.02722987609288258,29
